order_id,order_number,order_item_id,item_name,quantity,invoiced_quantity,mrp,price_per_unit,amount,discount_amount,profit
133251,SO/24-25/112353,251729,Double Filter Sugar,1,1,2465,2270,2465,195,0
132869,SO/24-25/112022,251110,Fryola Soya,46,46,2380,2230,109480,6900,-1380
133424,SO/24-25/112524,252028,Fortune Soya Pouch(1L),1,1,2370,2350,2370,20,-20
130296,SO/24-25/109548,246726,Om Mahakaaleshwar Aata,1,1,1760,1595,1760,165,-30
130304,SO/24-25/109552,246739,Shreshtha Aata,1,1,1650,1610,1650,40,-20
130305,SO/24-25/109554,246740,Soyum Soya Pouch,180,180,136.25,115,24525,3825,-2385
130302,SO/24-25/109556,246734,Oil Ruchi Gold Palm Pouch (770Gm),10,10,1229,1155,12290,740,-150
130302,SO/24-25/109556,246735,Mahakosh Soya Oil Pouch(1L),2,2,1600,1445,3200,310,30
130302,SO/24-25/109556,246736,Parivar Mustard Bottle(2L),1,1,1942,1790,1942,152,-5
130305,SO/24-25/109554,246741,Dalda Vanaspati Tin,1,1,2480,2360,2480,120,-10
130297,SO/24-25/109551,246727,Prakash Aata,1,1,1700,1620,1700,80,-10
130300,SO/24-25/109550,246731,Normal Sugar,1,1,2320,2200,2320,120,-25
130300,SO/24-25/109550,246732,Oil Ruchi Gold Palm Pouch (770Gm),2,2,1300,1215,2600,170,-70
130303,SO/24-25/109557,246737,Prakash Maida,1,1,1800,1710,1800,90,-10
130303,SO/24-25/109557,246738,Salt,1,1,190,180,190,10,-10
130295,SO/24-25/109549,246725,Deepak Aata,3,3,1840,1710,5520,390,0
130292,SO/24-25/109546,246714,Kings Soya Pouch,5,5,1560,1464,7800,480,-180
130293,SO/24-25/109573,246715,Prakash Aata,3,3,1700,1620,5100,240,-30
130294,SO/24-25/109555,246724,Deepak Maida,2,2,1950.2,1780,3900.4,340.4,-26.8
130298,SO/24-25/109572,246728,Prakash Aata,10,10,1700,1610,17000,900,-100
130294,SO/24-25/109555,246716,Regular Basmati Rice,1,1,1576,1450,1576,126,0
130301,SO/24-25/109553,246733,Aashirwad Chakki Atta (5kg),25,25,1447,1328,36175,2975,75
132483,SO/24-25/111643,250431,Fortune Soya Tin(15L),1,1,2250,2170,2250,80,10
130306,SO/24-25/109558,246742,Oil Ruchi Gold Palm Pouch (770Gm),10,10,1229,1155,12290,740,-150
130294,SO/24-25/109555,246721,Double Filter Sugar,1,1,2465,2280,2465,185,10
130309,SO/24-25/109560,246748,Nature Fresh Soya Tin(15L),3,3,2320,2100,6960,660,60
130309,SO/24-25/109560,246749,Deepak Maida,2,2,1950.2,1780,3900.4,340.4,-26.8
130309,SO/24-25/109560,246750,Rath Vanaspati Ghee Tin(15Kg),1,1,2785,2515,2785,270,-1
130309,SO/24-25/109560,246751,Scooter Vanaspati Tin(15Kg),1,1,2540,2330,2540,210,0
130309,SO/24-25/109560,246752,Rajdhani Barik Besan,10,10,91.143,85,911.43,61.43,7.14
130294,SO/24-25/109555,246722,Medium Chhola,5,5,111.667,110,558.34,8.34,30
130308,SO/24-25/109655,246745,Saccha Heera Chhola,2,2,113,98,226,30,-14
130307,SO/24-25/109559,246743,Oil Ruchi Gold Palm Pouch (770Gm),250,250,1229,1151,307250,19500,-3500
130294,SO/24-25/109555,246723,Deepak Aata,10,10,36.4,36,364,4,-4
130294,SO/24-25/109555,246717,Nature Fresh Soya Tin(15L),3,0,2320,2100,6960,660,60
130310,SO/24-25/109562,246753,Deepak Aata,1,1,1840,1735,1840,105,25
130308,SO/24-25/109655,246746,Laal Gulaab Suji/Rava,3,3,41.849,38,125.55,11.55,-5.61
130308,SO/24-25/109655,246747,Bajaj Sugar,4,4,49.15,44,196.6,20.6,-14.6
132891,SO/24-25/112011,251138,Tata Salt Pkt(1Kg),1,1,28,28,28,0,0
130308,SO/24-25/109655,246744,Chana Dal,3,3,96,81,288,45,-30
130311,SO/24-25/109561,246754,Ruchi Gold Palm Pouch(1L),50,50,1368,1253,68400,5750,250
132891,SO/24-25/112011,251139,Prakash Maida,10,10,38,38,380,0,26.25
130294,SO/24-25/109555,246718,Scooter Vanaspati Tin(15Kg),1,1,2540,2340,2540,200,10
130294,SO/24-25/109555,246719,Fortune Kacchi Ghani,1,1,2470,2250,2470,220,-20
130294,SO/24-25/109555,246720,Rajdhani Barik Besan,10,10,91.143,85,911.43,61.43,7.14
132891,SO/24-25/112011,251140,Shreshtha Aata,10,10,35.661,35,356.61,6.61,-6.61
132891,SO/24-25/112011,251141,Chhola,4,4,130,96,520,136,-116
132891,SO/24-25/112011,251142,Steam Rice,3,3,52,44,156,24,-18
132891,SO/24-25/112011,251136,Normal Sugar,3,0,50.18,45,150.54,15.54,-7.14
132891,SO/24-25/112011,251137,Adani Mota Besan,2,0,114.35,100,228.7,28.7,-28.7
133218,SO/24-25/112352,251672,Ruchi Gold Palm Pouch(1L),1,1,1235,1160,1235,75,0
132901,SO/24-25/112226,251160,Ruchi Gold Palm Pouch(1L),16,16,1245,1150,19920,1520,-80
133422,SO/24-25/112522,252024,Steam Rice,2,2,1450,1350,2900,200,-120
133280,SO/24-25/112469,251778,Masodha Double Filter Sugar,3,3,2430,2210,7290,660,-120
133425,SO/24-25/112523,252030,Ruchi Gold Palm Pouch(1L),7,7,1235,1150,8645,595,-35
133422,SO/24-25/112522,252026,Prakash Maida,1,1,1800,1650,1800,150,-70
133422,SO/24-25/112522,252022,Chana Dal,5,5,110,84,550,130,-95
133422,SO/24-25/112522,252023,Moong Daal,5,5,120,120,600,0,3.38
133551,SO/24-25/112646,252247,Tata Salt Pkt(1Kg),1,1,1290,1260,1290,30,-10
133551,SO/24-25/112646,252248,Rasoi Maida,1,1,1970,1660,1970,310,-160
130313,SO/24-25/109567,246765,Oil Ruchi Gold Palm Pouch (770Gm),60,60,1229,1152,73740,4620,-480
130312,SO/24-25/109566,246764,Oil Ruchi Gold Palm Pouch (770Gm),10,10,1229,1155,12290,740,-100
130315,SO/24-25/109565,246767,Oil Ruchi Gold Palm Pouch (770Gm),70,70,1229,1152,86030,5390,-560
130314,SO/24-25/109564,246766,Oil Ruchi Gold Palm Pouch (770Gm),70,70,1229,1152,86030,5390,-560
132902,SO/24-25/112032,251161,Prakash Aata,1,1,1700,1600,1700,100,-30
133260,SO/24-25/112368,251747,Shreshtha Aata,1,1,1600,1590,1600,10,-10
130319,SO/24-25/109575,246772,Rajdhani Mota Besan,1,1,3035,2740,3035,295,-70
130319,SO/24-25/109575,246773,Sugar(Karara),25,25,55.028,46,1375.7,225.7,-135.7
133426,SO/24-25/112525,252031,Swastik maida,1,1,1750,1630,1750,120,-95
133533,SO/24-25/112632,252217,Rasoi Maida,1,1,1970,1680,1970,290,-140
130322,SO/24-25/109579,246778,Tata Salt Pkt(1Kg),1,1,1300,1265,1300,35,-15
130325,SO/24-25/109581,246781,Steam Rice,2,2,1500,1290,3000,420,-300
130326,SO/24-25/109582,246782,Mahakosh Soya Oil Pouch(1L),24,24,150,127,3600,552,-336
130326,SO/24-25/109582,246783,Besan,5,5,98,82,490,80,-80
130316,SO/24-25/109563,246768,Tata Salt Pkt(1Kg),1,1,1300,1265,1300,35,-15
130323,SO/24-25/109580,246779,Tata Salt Pkt(1Kg),1,1,1300,1265,1300,35,-15
130328,SO/24-25/109584,246785,Arrarot,5,5,2150,1970,10750,900,-650
130327,SO/24-25/109583,246784,Maharaja Chakki Aata,1,1,1650,1590,1650,60,-20
130331,SO/24-25/109586,246791,Maharaja Chakki Aata,1,1,1650,1600,1650,50,-10
130330,SO/24-25/109587,246788,7 Star Rice,10,10,39,35,390,40,-10
130333,SO/24-25/109588,246796,Parivar Mustard Tin(15L),1,0,2565,2340,2565,225,-20
130329,SO/24-25/109585,246787,Tata Salt Pkt(1Kg),1,1,1300,1265,1300,35,-15
130321,SO/24-25/109576,246776,DCM Double Filter Sugar,1,1,2430,2255,2430,175,0
130321,SO/24-25/109576,246777,Deepak Maida,4,4,1950,1810,7800,560,0
130311,SO/24-25/109561,246763,Aashirwad Chakki Atta (5kg),3,3,1447,1329,4341,354,-18
130333,SO/24-25/109588,246793,Oil Ruchi Gold Palm Pouch (770Gm),2,2,1229,1165,2458,128,0
130318,SO/24-25/109614,246770,Normal Sugar,1,1,2400,2215,2400,185,-15
130318,SO/24-25/109614,246771,Nepali Soya Pouch,1,1,1290,1160,1290,130,-30
130317,SO/24-25/109574,246769,Prakash Aata,1,1,1700,1620,1700,80,-10
130324,SO/24-25/109578,246780,Shreshtha Aata,5,5,1700,1620,8500,400,25
130320,SO/24-25/109577,246775,Bawarchi Vanaspati Pouch 1ltr,1,1,2450,2330,2450,120,-10
130320,SO/24-25/109577,246774,Oil Ruchi Gold Palm Pouch (770Gm),2,2,1300,1215,2600,170,-70
130334,SO/24-25/109589,246797,Badam,2,2,200,200,400,0,39.87
130334,SO/24-25/109589,246798,RAISIN (1KG),1,1,68,65,68,3,7
130329,SO/24-25/109585,246786,Oil Ruchi Gold Palm Pouch (770Gm),1,0,1290,1230,1290,60,0
130332,SO/24-25/109591,246792,Nature Fresh Soya Tin(15L),20,20,2200,2075,44000,2500,-900
130330,SO/24-25/109587,246789,Shreshtha Aata,5,5,36.703,35,183.52,8.52,-6.43
130330,SO/24-25/109587,246790,Mahakosh Mustard Oil Pouch (1L),2,2,160,142,320,36,-26
132489,SO/24-25/111642,250441,Prakash Maida,2,2,1800,1650,3600,300,-140
132903,SO/24-25/112031,251162,Nepali Soya Tin,2,2,2250,2120,4500,260,-80
133249,SO/24-25/112348,251726,DCM Double Filter Sugar,1,1,2380,2280,2380,100,-10
133427,SO/24-25/112526,252032,Prakash Aata,1,1,1700,1550,1700,150,-80
130335,SO/24-25/109590,246799,Soyum Soya (15Lit),1,1,2100,1990,2100,110,-10
130335,SO/24-25/109590,246800,DCM Double Filter Sugar,1,1,2380,2280,2380,100,-10
130335,SO/24-25/109590,246801,Prakash Maida,1,1,1800,1720,1800,80,0
130333,SO/24-25/109588,246794,Ruchi Soyabadi,5,5,91,75,455,80,-25
130333,SO/24-25/109588,246795,Double Chabhi Rice,2,2,3132,2830,6264,604,0
130311,SO/24-25/109561,246755,Vibhor Soya Pouch(1L),30,30,1630,1450,48900,5400,-600
130311,SO/24-25/109561,246756,Fortune Soya Pouch(1L),10,10,2580,2350,25800,2300,-150
130311,SO/24-25/109561,246757,Parivar Mustard Bottle(1L),5,5,1942,1770,9710,860,-100
130311,SO/24-25/109561,246758,Parivar Mustard Bottle(2L),5,5,1942,1770,9710,860,-100
130311,SO/24-25/109561,246759,Parivar Mustard Bottle(500ml),5,5,1991,1806,9955,925,-75
130311,SO/24-25/109561,246760,Parivar Mustard Jar(5L),5,5,1617,1475,8085,710,-50
130311,SO/24-25/109561,246761,Nature Fresh Soya Tin(15L),5,5,2320,2075,11600,1225,0
130311,SO/24-25/109561,246762,Aashirwad Chakki Atta (10kg),10,10,1414,1305,14140,1090,-10
130338,SO/24-25/109592,246804,Mahakosh Soya Oil Pouch(1L),12,12,150,126,1800,288,-180
130340,SO/24-25/109595,246806,Soyum Soya Pouch,10,10,136.25,116,1362.5,202.5,-122.5
130342,SO/24-25/109598,246809,Maharaja Chakki Aata,1,1,1650,1590,1650,60,-20
130342,SO/24-25/109598,246810,Swastik maida,1,1,1800,1715,1800,85,-40
130341,SO/24-25/109597,246807,Soyum Soya Pouch,2,2,1548,1370,3096,356,-164
130336,SO/24-25/109593,246802,DCM Double Filter Sugar,1,1,2400,2270,2400,130,-30
130343,SO/24-25/109599,246811,Soyum Soya (15Lit),1,1,2100,1990,2100,110,-10
130343,SO/24-25/109599,246812,Normal Sugar,1,1,2320,2210,2320,110,-15
130339,SO/24-25/109596,246808,Tata Salt Pkt(1Kg),5,5,27.8,25,139,14,-12
130339,SO/24-25/109596,246805,Pukhraj Arhar Dal,5,5,116,111,580,25,-5
130344,SO/24-25/109600,246813,Shreshtha Aata,2,2,1650,1600,3300,100,-60
130345,SO/24-25/109602,246814,DCM Double Filter Sugar,5,5,2400,2260,12000,700,-200
130346,SO/24-25/109603,246815,DCM Double Filter Sugar,5,5,2400,2260,12000,700,-200
130347,SO/24-25/109604,246816,Swastik maida,10,10,1800,1700,18000,1000,-550
130337,SO/24-25/109615,246803,SAPNA GOLD MAIDA,5,5,2062,1870,10310,960,-125
130352,SO/24-25/109647,246821,Laal Gulaab Suji/Rava,1,1,2000,1770,2000,230,-60
130350,SO/24-25/109644,246819,Fortune Soya Pouch(1L),1,1,2520,2380,2520,140,-40
130349,SO/24-25/109656,246818,Mahakosh Soya Oil Pouch(1L),12,12,150,126,1800,288,-180
132473,SO/24-25/111641,250412,Normal Sugar,10,10,2320,2187,23200,1330,-280
130351,SO/24-25/109605,246820,Soyum Soya Pouch,12,12,136.25,119,1635,207,-111
130359,SO/24-25/109709,246836,Fortune Fryola Soya,3,3,2300,2120,6900,540,60
130354,SO/24-25/109607,246825,Reliance Salt Pkt(1Kg),3,3,9,9,27,0,3.38
130354,SO/24-25/109607,246826,Rajdhani Barik Besan,10,10,91.143,84,911.43,71.43,-2.86
130354,SO/24-25/109607,246827,Sona Masoori Rice,1,1,1730,1450,1730,280,-140
130353,SO/24-25/109606,246824,Medium Chhola,5,5,111.667,104,558.34,38.34,0
132904,SO/24-25/112159,251164,Bail Kolhu Pouch,10,10,1740,1520,17400,2200,-550
133236,SO/24-25/112336,251704,Mahakosh Soya Oil Pouch(1L),3,3,127.65,120,382.95,22.95,-22.95
133236,SO/24-25/112336,251705,Matar,2,2,57,48,114,18,-10
130357,SO/24-25/109608,246830,Tata Salt Pkt(1Kg),30,30,1370,1255,41100,3450,-150
130357,SO/24-25/109608,246831,Nature Fresh Ghee(Purita) Tin(15Kg),2,2,2785,2500,5570,570,-120
130294,SO/24-25/109555,246840,Nature Fresh Soya Tin(15L),2,2,2320,2100,4640,440,40
130366,SO/24-25/109610,246848,Vibhor Soya Pouch(1L),1,1,1630,1470,1630,160,-10
130361,SO/24-25/109616,246841,Fortune Soya Pouch(1L),1,1,2650,2416,2650,234,-48
130371,SO/24-25/109652,246856,Fortune Soya Pouch(1L),10,10,2520,2365,25200,1550,-500
130365,SO/24-25/109650,246847,Fortune Soya Pouch(1L),15,15,2520,2360,37800,2400,-750
130364,SO/24-25/109649,246846,Fortune Soya Pouch(1L),1,1,2520,2375,2520,145,-45
130356,SO/24-25/109648,246829,Soyum Soya Pouch,20,20,1250,1130,25000,2400,-1400
130358,SO/24-25/109646,246832,Fortune Soya Pouch(1L),3,3,2520,2370,7560,450,-150
130362,SO/24-25/109643,246843,Soyum Soya (15Lit),10,10,2100,1945,21000,1550,-450
130360,SO/24-25/109657,246837,Prakash Maida,1,1,1870,1740,1870,130,-40
130360,SO/24-25/109657,246839,Nature Fresh Soya Tin(15L),1,1,2290,2140,2290,150,-30
130367,SO/24-25/109677,246849,Mahakosh Soya Oil Pouch(1L),30,30,1600,1420,48000,5400,0
130363,SO/24-25/109651,246844,Soyum Soya Pouch,50,50,1250,1130,62500,6000,-3500
130376,SO/24-25/109668,246862,Ruchi Gold Palm Pouch(1L),1,1,1250,1165,1250,85,5
130375,SO/24-25/109667,246861,Ruchi Gold Palm Pouch(1L),1,1,1250,1165,1250,85,5
130374,SO/24-25/109666,246860,Deepak Maida,1,1,1950,1810,1950,140,0
130373,SO/24-25/109665,246859,Ruchi Gold Palm Pouch(1L),1,1,1250,1165,1250,85,5
130370,SO/24-25/109619,246855,Normal Sugar,20,20,2400,2200,48000,4000,-400
130360,SO/24-25/109657,246838,Kohinoor Tandoori Aata,1,0,1950,1820,1950,130,-20
130369,SO/24-25/109618,246854,Rasoi Maida,1,1,1970,1750,1970,220,-70
130369,SO/24-25/109618,246853,Madhur Gold Maida,25,25,1890,1675,47250,5375,-1750
130355,SO/24-25/109609,246828,Arhar Dal,1,1,173.567,105,173.57,68.57,-59.7
132476,SO/24-25/111640,250417,Bail Kolhu Pouch,1,1,1740,1545,1740,195,-35
130372,SO/24-25/109617,246857,Siddhi Vinayak Mill Aata,2,2,2025,1860,4050,330,0
130372,SO/24-25/109617,246858,Deepak Aata,2,2,1651.2,1650,3302.4,2.4,-2.4
133236,SO/24-25/112336,251706,Saccha Heera Chhola,1,1,113,95,113,18,-10
132905,SO/24-25/112030,251166,Prakash Aata,1,1,1700,1545,1700,155,-85
130379,SO/24-25/109621,246866,Tiger Arhar Dal,1,1,1980,1800,1980,180,-30
130388,SO/24-25/109627,246881,Bawarchi Vanaspati Pouch 1ltr,1,1,2539,2350,2539,189,-2
130395,SO/24-25/109636,246898,Rasoi Aata,1,1,1850,1725,1850,125,5
130396,SO/24-25/109637,246899,Normal Sugar,1,1,2400,2210,2400,190,-20
130396,SO/24-25/109637,246900,Madhur Gold Maida,1,1,1890,1690,1890,200,-55
130382,SO/24-25/109654,246869,Kings Soya Pouch,2,2,1560,1472,3120,176,-56
130389,SO/24-25/109628,246885,Rasoi Maida,1,1,1970,1740,1970,230,-80
130389,SO/24-25/109628,246886,Rasoi Aata,2,2,1850,1700,3700,300,-40
130383,SO/24-25/109642,246870,Fortune Soya Tin(15L),5,5,2380,2110,11900,1350,-525
130391,SO/24-25/109632,246891,Hum Tum Rice,5,5,1420,1245,7100,875,-375
130391,SO/24-25/109632,246892,Madhur Gold Aata,1,1,1875,1730,1875,145,0
130377,SO/24-25/109659,246863,Swastik maida,1,1,1800,1720,1800,80,-35
130380,SO/24-25/109622,246867,Masodha Double Filter Sugar,2,2,2430,2235,4860,390,-30
130390,SO/24-25/109630,246888,Rasoi Maida,1,1,1970,1740,1970,230,-80
130384,SO/24-25/109625,246875,Fortune Soya Tin(15L),2,2,2380,2105,4760,550,-230
130383,SO/24-25/109642,246871,Masodha Double Filter Sugar,5,5,2430,2230,12150,1000,-100
130384,SO/24-25/109625,246874,Masodha Double Filter Sugar,5,5,2430,2230,12150,1000,-100
130378,SO/24-25/109620,246864,Masodha Double Filter Sugar,1,1,2430,2250,2430,180,0
130389,SO/24-25/109628,246887,Nepali Soya Pouch,2,0,1290,1160,2580,260,-60
130378,SO/24-25/109620,246865,Matar,1,0,1560,1320,1560,240,-120
130390,SO/24-25/109630,246889,Nepali Soya Pouch,1,0,1290,1160,1290,130,-30
130390,SO/24-25/109630,246890,Matar,10,0,55.675,48,556.75,76.75,-36.75
130402,SO/24-25/109641,246918,Madhur Gold Maida,2,2,1890,1695,3780,390,-100
130396,SO/24-25/109637,246901,Kings Soya Pouch,1,1,1349,1220,1349,129,-30
130396,SO/24-25/109637,246902,Fortune Besan (500 Gm),1,1,2160,1940,2160,220,100
130409,SO/24-25/109631,246929,Normal Sugar,2,2,2400,2215,4800,370,-30
130352,SO/24-25/109647,246823,Normal Sugar,5,5,2320,2210,11600,550,-75
130358,SO/24-25/109646,246833,Laal Gulaab Suji/Rava,2,2,2000,1770,4000,460,-120
130358,SO/24-25/109646,246834,Khila Dana(Chini),1,1,2480,2430,2480,50,80
130358,SO/24-25/109646,246835,Prakash Maida,5,5,1800,1710,9000,450,-50
130408,SO/24-25/109629,246928,Hum Tum Rice,15,15,1420,1222.5,21300,2962.5,-1462.5
130404,SO/24-25/109645,246923,Prakash Aata,2,2,1700,1620,3400,160,-20
130397,SO/24-25/109638,246904,Fortune Soya Pouch(1L),1,1,2650,2448,2650,202,-16
130397,SO/24-25/109638,246905,Bawarchi Vanaspati Pouch 1ltr,1,1,2539,2352,2539,187,0
130401,SO/24-25/109640,246916,Fortune Soya Tin(15L),2,2,2380,2180,4760,400,-80
130401,SO/24-25/109640,246917,Rasoi Aata,1,1,1850,1740,1850,110,20
130383,SO/24-25/109642,246872,Madhur Gold Aata,4,4,1875,1680,7500,780,-200
130406,SO/24-25/109660,246926,Tata Salt Pkt(1Kg),5,5,1300,1245,6500,275,-175
130403,SO/24-25/109676,246921,Aashirwad Chakki Atta (5kg),1,0,1447,1335,1447,112,0
130440,SO/24-25/109675,246985,Deepak Maida,15,15,41.8,37,627,72,-24
130403,SO/24-25/109676,246919,Fortune Soya Pouch(1L),2,2,2580,2360,5160,440,-20
130403,SO/24-25/109676,246920,Tata Salt Pkt(1Kg),1,1,1370,1265,1370,105,0
130403,SO/24-25/109676,246922,Single Filter Sugar,2,2,2370,2200,4740,340,-20
130405,SO/24-25/109664,246924,Deepak Aata,2,2,37.8,36,75.6,3.6,1.6
130405,SO/24-25/109664,246925,Tuta Basmati Rice,1,1,43,39,43,4,0
130400,SO/24-25/109669,246913,Deepak Aata,1,1,1766.4,1650,1766.4,116.4,8.4
130400,SO/24-25/109669,246914,Nature Fresh Soya Tin(15L),1,1,2250,2095,2250,155,15
130384,SO/24-25/109625,246876,Fortune Soya Pouch(1L),2,2,2650,2408,5300,484,-112
130397,SO/24-25/109638,246903,Masodha Double Filter Sugar,2,2,2430,2260,4860,340,20
130398,SO/24-25/109639,246909,AJMAL BASMATI RICE,1,0,2800,2580,2800,220,0
130401,SO/24-25/109640,246915,Matar,1,0,1560,1440,1560,120,0
130383,SO/24-25/109642,246873,Nepali Soya Pouch,5,0,1290,1140,6450,750,-250
132491,SO/24-25/111644,250450,Mahakosh Soya Oil Pouch(1L),4,4,127.65,120,510.6,30.6,-30.6
133261,SO/24-25/112367,251748,Swastik maida,1,1,1750,1640,1750,110,-85
133261,SO/24-25/112367,251749,Maharaja Chakki Aata,1,1,1590,1570,1590,20,-10
132906,SO/24-25/112228,251167,Ruchi Gold Palm Pouch(1L),14,14,1245,1150,17430,1330,-70
133424,SO/24-25/112524,252029,Shreshtha Aata,2,2,1600,1555,3200,90,-90
133533,SO/24-25/112632,252216,Nepali Soya Tin,1,1,2350,2180,2350,170,0
133605,SO/24-25/112703,252330,Maharaja Chakki Aata,1,1,1590,1560,1590,30,-20
130361,SO/24-25/109616,246842,Ruchi Gold Palm Pouch(1L),10,10,1400,1220,14000,1800,-650
130388,SO/24-25/109627,246882,SAPNA GOLD MAIDA,1,1,2062,1880,2062,182,-20
130388,SO/24-25/109627,246883,Masodha Double Filter Sugar,1,1,2430,2250,2430,180,0
130388,SO/24-25/109627,246884,Rasoi Aata,1,1,1850,1720,1850,130,0
130398,SO/24-25/109639,246907,Fortune Soya Tin(15L),3,3,2380,2180,7140,600,-120
130398,SO/24-25/109639,246908,SAPNA GOLD MAIDA,1,1,2062,1900,2062,162,0
130398,SO/24-25/109639,246910,Kingfisher Arhar Dal,1,1,3680,3360,3680,320,-30
130398,SO/24-25/109639,246911,Rasoi Aata,3,3,1850,1740,5550,330,60
130425,SO/24-25/109671,246957,Ruchi Gold Palm Pouch(1L),1,1,1400,1220,1400,180,-70
130427,SO/24-25/109672,246960,Nepali Soya Tin,1,1,2350,2180,2350,170,0
130419,SO/24-25/109661,246949,Shreshtha Aata,10,10,1650,1590,16500,600,-400
130428,SO/24-25/109690,246961,Deepak Maida,1,1,1950.2,1785,1950.2,165.2,-8.4
130423,SO/24-25/109691,246954,Tata Salt Pkt(1Kg),2,2,1370,1265,2740,210,0
130420,SO/24-25/109692,246950,Prakash Maida,3,3,1800,1730,5400,210,30
130417,SO/24-25/109688,246944,Nepali Soya Pouch,3,3,1280,1155,3840,375,-135
130426,SO/24-25/109696,246958,Nepali Soya Tin,1,1,2250,2160,2250,90,0
130426,SO/24-25/109696,246959,Bawarchi Vanaspati Balti KG,1,1,2450,2370,2450,80,0
130421,SO/24-25/109694,246951,Fryola Palm,1,1,2450,2400,2450,50,40
130421,SO/24-25/109694,246952,Prakash Aata,1,1,1700,1640,1700,60,10
130410,SO/24-25/109662,246930,Soyum Soya Tin(15L) V,2,2,2120,1980,4240,280,-80
130418,SO/24-25/109689,246945,Laal Gulaab Suji/Rava,3,3,44.105,40,132.32,12.32,-1.69
130414,SO/24-25/109683,246941,Oil Ruchi Gold Palm Pouch (770Gm),1,1,1300,1250,1300,50,0
130424,SO/24-25/109695,246955,Soyum Soya (15Lit),1,1,2100,1960,2100,140,-40
130424,SO/24-25/109695,246956,Oil Ruchi Gold Palm Pouch (770Gm),2,2,1300,1215,2600,170,-70
130412,SO/24-25/109735,246932,Prakash Maida,17,17,1870,1720,31790,2550,-1020
130415,SO/24-25/109685,246942,Laal Gulaab Maida,1,1,1820,1740,1820,80,0
130411,SO/24-25/109682,246931,Laal Gulaab Maida,1,1,1820,1740,1820,80,0
132481,SO/24-25/111637,250428,Single Filter Sugar,20,20,2370,2190,47400,3600,300
132493,SO/24-25/111647,250452,Kings Soya Pouch,1,1,1560,1452,1560,108,-48
130399,SO/24-25/109653,246912,Bail Kolhu Pouch,1,1,1740,1570,1740,170,-10
130352,SO/24-25/109647,246822,Bail Kolhu Pouch,2,2,1740,1575,3480,330,-10
130397,SO/24-25/109638,246906,SAPNA GOLD MAIDA,1,1,2062,1920,2062,142,20
130422,SO/24-25/109670,246953,Hum Tum Rice,15,15,1420,1215,21300,3075,-1575
130156,SO/24-25/109569,246467,XXXL Golden Grain,1,1,3366,2070,3366,1296,-1230
130156,SO/24-25/109569,246468,Oil Ruchi Gold Palm Pouch (770Gm),5,5,1300,1225,6500,375,-125
130437,SO/24-25/109673,246978,Rasoi Maida,4,4,1970,1740,7880,920,-320
130439,SO/24-25/109674,246980,Bawarchi Vanaspati Balti LTR,5,5,2380,2200,11900,900,0
130432,SO/24-25/109684,246968,Oil Ruchi Gold Palm Pouch (770Gm),3,3,1229,1170,3687,177,15
130438,SO/24-25/109679,246979,Single Filter Sugar,1,1,2370,2195,2370,175,-15
130428,SO/24-25/109690,246962,Vibhor Soya Pouch(1L),1,1,1630,1480,1630,150,0
130428,SO/24-25/109690,246963,Oil Ruchi Gold Palm Pouch (770Gm),1,1,1229,1170,1229,59,5
130429,SO/24-25/109693,246965,Rajdhani Barik Besan,20,20,91.143,88,1822.86,62.86,74.28
130429,SO/24-25/109693,246964,Fortune Soya Tin(15L),1,1,2370,2100,2370,270,-10
130434,SO/24-25/109680,246973,Best Choice Palm Tin(15Kg),1,1,2515,2270,2515,245,-55
130434,SO/24-25/109680,246974,Deepak Maida,1,1,1950.2,1765,1950.2,185.2,-28.4
130441,SO/24-25/109700,246986,Kings Soya Tin(15Kg),1,1,2450,2270,2450,180,-30
130441,SO/24-25/109700,246987,Prakash Aata,1,1,1700,1630,1700,70,0
130444,SO/24-25/109702,246990,Shreshtha Aata,1,1,1700,1610,1700,90,-10
130433,SO/24-25/109698,246971,Normal Sugar,1,1,2320,2205,2320,115,-20
130433,SO/24-25/109698,246972,Fortune Soya Pouch(1L),1,1,2520,2375,2520,145,-45
130447,SO/24-25/109704,246995,Soyum Soya (15Lit),25,25,2100,1935,52500,4125,-1125
130431,SO/24-25/109697,246967,Prakash Aata,1,1,1700,1630,1700,70,0
130446,SO/24-25/109712,246994,Fortune Soya Tin(15L),5,5,2390,2075,11950,1575,-725
130442,SO/24-25/109718,246988,Ruchi Gold Palm Pouch(1L),3,3,1400,1240,4200,480,-150
130445,SO/24-25/109719,246991,Ruchi Gold Palm Pouch(1L),3,3,1400,1220,4200,540,-210
130445,SO/24-25/109719,246992,Rasoi Maida,3,3,1970,1760,5910,630,-180
130430,SO/24-25/109686,246966,Rath Vanaspati Ghee Pouch(1L),1,1,3434,3140,3434,294,-20
130445,SO/24-25/109719,246993,AJMAL BASMATI RICE,2,0,2800,2580,5600,440,0
132434,SO/24-25/111609,250356,Prakash Maida,10,10,1800,1640,18000,1600,-700
132434,SO/24-25/111609,250357,Normal Sugar,10,10,2320,2190,23200,1300,-250
132495,SO/24-25/111646,250454,Soyum Soya Pouch,12,12,129.25,116,1551,159,-147
132502,SO/24-25/111672,250461,Vibhor Soya Pouch(1L),1,1,1630,1470,1630,160,10
132501,SO/24-25/111673,250460,Mahakosh Soya Oil Pouch(1L),5,5,1600,1435,8000,825,-100
133428,SO/24-25/112529,252033,Steam Rice,3,3,1500,1410,4500,270,-90
